Format Version,1.24,Take Name,Day2_SF_SupaFarDist_Back2,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2024-09-02 04.55.33.750 PM,Capture Start Frame,-2147483648,Total Frames in Take,6718,Total Exported Frames,6718,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
106,1.766667,-0.324348,-0.352422,-5.928804,3040.994141,-1458.362549,1155.609619,-7.077749,-9.102655,175.053955,-3059.420410,-1416.086304,-15.653575
107,1.783333,-0.322362,-0.354754,-5.997907,3040.960205,-1458.300171,1155.594360,-6.620876,-7.654887,175.084366,-3059.444580,-1416.094482,-15.833411
108,1.800000,-0.300125,-0.329680,-6.000160,3040.928711,-1458.255737,1155.593384,-6.368441,-7.339666,175.028809,-3059.415527,-1416.136230,-15.970530
109,1.816667,-0.239174,-0.230091,-5.946754,3040.856934,-1458.233154,1155.685547,-6.325047,-7.223980,175.008926,-3059.445312,-1416.117432,-15.932126
110,1.833333,-0.267944,-0.171348,-5.949918,3040.797363,-1458.244019,1155.720459,-6.490501,-7.327873,175.016251,-3059.465820,-1416.110718,-15.920838
111,1.850000,-0.274164,-0.239338,-5.926374,3040.871338,-1458.242188,1155.650635,-6.535865,-7.802962,175.094803,-3059.420410,-1416.117432,-15.919050
112,1.866667,-0.308934,-0.338507,-5.952608,3040.886719,-1458.273560,1155.596069,-6.624778,-8.012114,175.090927,-3059.419922,-1416.078491,-15.863800
113,1.883333,-0.262891,-0.304735,-5.870801,3040.903564,-1458.286377,1155.618774,-6.813878,-7.922418,175.045074,-3059.464355,-1416.040405,-15.850667
114,1.900000,-0.294501,-0.328681,-5.956027,3040.855713,-1458.311035,1155.688477,-7.886101,-10.898931,175.113373,-3059.357422,-1416.046021,-15.410862
115,1.916667,-0.294598,-0.384455,-5.912474,3040.911621,-1458.315552,1155.619507,-7.130685,-9.272173,175.061920,-3059.413330,-1416.083618,-15.682975
116,1.933333,-0.281013,-0.441056,-5.865352,3041.031006,-1458.324341,1155.555054,-6.653011,-7.961051,175.043381,-3059.454346,-1416.051758,-15.797990
117,1.950000,-0.308396,-0.480849,-5.796325,3041.121338,-1458.342163,1155.525757,-6.576735,-7.763223,175.137512,-3059.423828,-1416.097290,-15.970496
118,1.966667,-0.291294,-0.519847,-5.672791,3041.194336,-1458.367920,1155.534668,-7.478051,-10.235481,175.078430,-3059.355957,-1416.113770,-15.535902
119,1.983333,-0.272252,-0.552298,-5.638224,3041.171143,-1458.434814,1155.588135,-7.103023,-8.683034,175.009048,-3059.478027,-1416.105957,-15.689019
120,2.000000,-0.274832,-0.660080,-5.636606,3041.244385,-1458.396240,1155.515015,-6.717231,-8.111045,175.096756,-3059.479004,-1416.096558,-15.851326
121,2.016667,-0.322992,-0.652998,-5.606445,3041.304932,-1458.372314,1155.443481,-7.369319,-10.418389,174.999954,-3059.374512,-1416.105713,-15.675859
122,2.033333,-0.305709,-0.657486,-5.542462,3041.291504,-1458.402588,1155.530273,-6.695615,-9.048192,174.836517,-3059.453369,-1415.984741,-15.911546
123,2.050000,-0.296492,-0.673552,-5.566227,3041.322021,-1458.401001,1155.502075,-6.486077,-7.644677,174.995377,-3059.371826,-1415.982544,-15.899837
